NSW Recorded Crime Statistics April 2015-March 2020,,,,,,,,,
"Incidents of crime recorded by the NSW Police Force by Local Government Area: number, rates^ and trends^^",,,,,,,,,
,,,,,,,,,
Local Government Area,Offence type,Apr 2015 - Mar 2016,Apr 2016 - Mar 2017,Apr 2017 - Mar 2018,Apr 2018 - Mar 2019,Apr 2019 - Mar 2020,"Rate per 100,000 population Apr 2019 - Mar 2020",2 year trend and annual percent change (Apr 2018-Mar 2020),5 year trend and average annual percent change (Apr 2015-Mar 2020)
Wentworth,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Wentworth,Other offences,31,38,46,42,23,326.6,Stable,Stable
Willoughby,Murder *,0,0,1,1,1,1.2,nc,nc
Willoughby,Attempted murder,0,0,1,0,0,nc,nc,nc
Willoughby,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Willoughby,Manslaughter *,0,0,0,0,0,nc,nc,nc
Cessnock,Domestic violence related assault,374,360,347,302,264,446.7,Stable,Down 8.3%
Willoughby,Non-domestic violence related assault,136,162,166,143,151,188,Stable,Stable
Willoughby,Assault Police,16,11,3,4,11,13.7,nc,nc
Willoughby,Sexual assault,22,21,27,24,25,31.1,Stable,Stable
Willoughby,"Indecent assault, act of indecency and other sexual offences",44,47,54,56,36,44.8,Stable,Stable
Willoughby,Abduction and kidnapping,0,1,0,3,1,1.2,nc,nc
Willoughby,Robbery without a weapon,6,6,7,17,10,12.4,nc,nc
Willoughby,Robbery with a firearm,2,1,1,0,1,1.2,nc,nc
Willoughby,Robbery with a weapon not a firearm,3,2,5,6,4,5,nc,nc
Willoughby,Blackmail and extortion,0,0,3,1,0,nc,nc,nc
Willoughby,"Intimidation, stalking and harassment",114,128,124,145,146,181.7,Stable,Up 6.4%
Willoughby,Other offences against the person,3,7,1,10,2,2.5,nc,nc
Willoughby,Break and enter dwelling,177,178,192,192,167,207.9,Stable,Stable
Willoughby,Break and enter non-dwelling,91,103,77,54,64,79.7,Stable,Down 8.4%
Willoughby,Receiving or handling stolen goods,70,53,58,57,62,77.2,Stable,Stable
Willoughby,Motor vehicle theft,33,37,54,53,53,66,Stable,Up 12.6%
Willoughby,Steal from motor vehicle,195,201,208,188,167,207.9,Stable,Stable
Willoughby,Steal from retail store,467,595,575,697,741,922.3,Stable,Up 12.2%
Willoughby,Steal from dwelling,117,95,123,106,102,127,Stable,Stable
Willoughby,Steal from person,43,47,50,37,30,37.3,Stable,Down 8.6%
Willoughby,Stock theft,0,0,0,0,0,nc,nc,nc
Willoughby,Fraud,602,510,506,559,513,638.5,Stable,Stable
Willoughby,Other theft,243,249,258,232,223,277.6,Stable,Stable
Willoughby,Arson,5,4,5,7,10,12.4,nc,nc
Willoughby,Malicious damage to property,326,280,312,333,292,363.5,Stable,Stable
Willoughby,Possession and/or use of cocaine,2,2,10,9,4,5,nc,nc
Willoughby,Possession and/or use of narcotics,2,5,7,5,3,3.7,nc,nc
Willoughby,Possession and/or use of cannabis,79,78,102,83,79,98.3,Stable,Stable
Willoughby,Possession and/or use of amphetamines,13,18,15,22,28,34.9,Stable,nc
Willoughby,Possession and/or use of ecstasy,8,7,1,6,6,7.5,nc,nc
Willoughby,Possession and/or use of other drugs,24,18,32,24,30,37.3,Stable,nc
Willoughby,"Dealing, trafficking in cocaine",3,0,3,0,1,1.2,nc,nc
Willoughby,"Dealing, trafficking in narcotics",1,10,0,0,4,5,nc,nc
Willoughby,"Dealing, trafficking in cannabis",5,2,1,1,7,8.7,nc,nc
Willoughby,"Dealing, trafficking in amphetamines",4,4,4,2,3,3.7,nc,nc
Willoughby,"Dealing, trafficking in ecstasy",2,2,2,3,1,1.2,nc,nc
Willoughby,"Dealing, trafficking in other drugs",0,2,1,3,1,1.2,nc,nc
Willoughby,Cultivating cannabis,2,2,0,2,8,10,nc,nc
Willoughby,Manufacture drug,0,0,0,0,0,nc,nc,nc
Willoughby,Importing drugs,0,1,0,0,4,5,nc,nc
Willoughby,Other drug offences,9,13,17,30,32,39.8,Stable,nc
Willoughby,Prohibited and regulated weapons offences,40,30,65,59,63,78.4,Stable,Up 12.0%
Willoughby,Trespass,39,34,99,70,63,78.4,Stable,Up 12.7%
Willoughby,Offensive conduct,17,15,21,25,15,18.7,nc,nc
Willoughby,Offensive language,9,8,6,8,9,11.2,nc,nc
Willoughby,Criminal intent,18,33,23,17,23,28.6,nc,nc
Willoughby,Betting and gaming offences,0,1,0,0,0,nc,nc,nc
Willoughby,Liquor offences,69,66,96,34,32,39.8,Stable,Stable
Willoughby,Pornography offences,2,4,2,3,2,2.5,nc,nc
Willoughby,Prostitution offences,0,0,0,0,0,nc,nc,nc
Willoughby,Escape custody,0,0,0,0,1,1.2,nc,nc
Willoughby,Breach Apprehended Violence Order,16,16,33,38,28,34.9,Stable,nc
Willoughby,Breach bail conditions,241,199,404,149,257,319.9,Stable,Stable
Willoughby,Fail to appear,2,3,3,0,5,6.2,nc,nc
Willoughby,Resist or hinder officer,22,27,21,15,23,28.6,nc,nc
Willoughby,Other offences against justice procedures,2,0,0,5,6,7.5,nc,nc
Willoughby,Transport regulatory offences,1069,1108,898,900,602,749.3,Down 33.1%,Down 13.4%
Willoughby,Other offences,61,57,79,72,62,77.2,Stable,Stable
Wingecarribee,Murder *,0,0,0,1,0,nc,nc,nc
Wingecarribee,Attempted murder,0,0,0,0,0,nc,nc,nc
Wingecarribee,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Wingecarribee,Manslaughter *,0,0,0,0,0,nc,nc,nc
Moree Plains,Domestic violence related assault,246,264,202,183,178,1333.3,Stable,Down 7.8%
Wingecarribee,Non-domestic violence related assault,93,115,111,83,99,196.1,Stable,Stable
Wingecarribee,Assault Police,3,7,5,7,5,9.9,nc,nc
Wingecarribee,Sexual assault,31,22,34,27,42,83.2,Stable,Stable
Wingecarribee,"Indecent assault, act of indecency and other sexual offences",65,38,43,66,70,138.6,Stable,Stable
Wingecarribee,Abduction and kidnapping,0,1,1,1,0,nc,nc,nc
Wingecarribee,Robbery without a weapon,2,3,1,3,3,5.9,nc,nc
Wingecarribee,Robbery with a firearm,1,0,0,0,1,2,nc,nc
Wingecarribee,Robbery with a weapon not a firearm,2,1,0,1,1,2,nc,nc
Wingecarribee,Blackmail and extortion,0,0,1,2,0,nc,nc,nc
Wingecarribee,"Intimidation, stalking and harassment",148,141,145,101,133,263.4,Stable,Down 2.6%
Wingecarribee,Other offences against the person,4,3,2,5,5,9.9,nc,nc
Wingecarribee,Break and enter dwelling,123,92,68,67,67,132.7,Stable,Down 14.1%
Wingecarribee,Break and enter non-dwelling,54,90,49,39,34,67.3,Stable,Down 10.9%
Wingecarribee,Receiving or handling stolen goods,11,17,10,12,16,31.7,nc,nc
Wingecarribee,Motor vehicle theft,40,47,36,39,31,61.4,Stable,Stable
Wingecarribee,Steal from motor vehicle,100,102,91,91,91,180.2,Stable,Stable
Wingecarribee,Steal from retail store,89,68,66,100,63,124.8,Down 37.0%,Stable
Wingecarribee,Steal from dwelling,119,135,66,50,63,124.8,Stable,Down 14.7%
Wingecarribee,Steal from person,6,6,3,3,5,9.9,nc,nc
Wingecarribee,Stock theft,1,1,2,0,0,nc,nc,nc
Wingecarribee,Fraud,154,160,174,185,242,479.3,Up 30.8%,Up 12.0%
Wingecarribee,Other theft,185,171,116,73,85,168.3,Stable,Down 17.7%
Wingecarribee,Arson,36,22,20,26,17,33.7,nc,nc
Wingecarribee,Malicious damage to property,372,364,353,293,270,534.7,Stable,Down 7.7%
Wingecarribee,Possession and/or use of cocaine,0,1,7,6,4,7.9,nc,nc
Wingecarribee,Possession and/or use of narcotics,0,2,1,0,2,4,nc,nc
Wingecarribee,Possession and/or use of cannabis,53,78,69,74,107,211.9,Up 44.6%,Up 19.2%
Wingecarribee,Possession and/or use of amphetamines,23,24,21,27,40,79.2,Up 48.1%,Up 14.8%
Wingecarribee,Possession and/or use of ecstasy,3,3,5,2,4,7.9,nc,nc
Wingecarribee,Possession and/or use of other drugs,13,10,9,20,15,29.7,nc,nc
Wingecarribee,"Dealing, trafficking in cocaine",0,0,2,2,0,nc,nc,nc
Wingecarribee,"Dealing, trafficking in narcotics",0,2,0,0,8,15.8,nc,nc
Wingecarribee,"Dealing, trafficking in cannabis",1,14,4,6,5,9.9,nc,nc
Wingecarribee,"Dealing, trafficking in amphetamines",33,79,0,3,69,136.7,nc,nc
Wingecarribee,"Dealing, trafficking in ecstasy",0,2,1,0,0,nc,nc,nc
Wingecarribee,"Dealing, trafficking in other drugs",0,1,0,3,3,5.9,nc,nc
Wingecarribee,Cultivating cannabis,9,8,4,5,5,9.9,nc,nc
Wingecarribee,Manufacture drug,0,0,1,0,0,nc,nc,nc
Wingecarribee,Importing drugs,0,0,0,0,0,nc,nc,nc
Wingecarribee,Other drug offences,36,39,39,48,66,130.7,Stable,Up 16.4%
Wingecarribee,Prohibited and regulated weapons offences,51,57,82,71,93,184.2,Stable,Up 16.2%
Wingecarribee,Trespass,36,50,59,63,49,97,Stable,Stable
Wingecarribee,Offensive conduct,25,33,26,14,22,43.6,nc,nc
Wingecarribee,Offensive language,11,10,7,3,5,9.9,nc,nc
Wingecarribee,Criminal intent,7,10,3,4,6,11.9,nc,nc
Wingecarribee,Betting and gaming offences,0,0,0,1,1,2,nc,nc
Wingecarribee,Liquor offences,112,70,113,98,67,132.7,Stable,Stable
Wingecarribee,Pornography offences,4,4,1,2,4,7.9,nc,nc
Wingecarribee,Prostitution offences,0,0,0,0,0,nc,nc,nc
Wingecarribee,Escape custody,0,0,0,0,0,nc,nc,nc
Wingecarribee,Breach Apprehended Violence Order,43,61,35,49,62,122.8,Stable,Stable
Wingecarribee,Breach bail conditions,57,124,109,125,153,303,Stable,Up 28.0%
Wingecarribee,Fail to appear,4,0,4,4,3,5.9,nc,nc
Wingecarribee,Resist or hinder officer,18,22,22,14,18,35.6,nc,nc
Wingecarribee,Other offences against justice procedures,4,4,4,18,12,23.8,nc,nc
Wingecarribee,Transport regulatory offences,270,291,349,351,347,687.2,Stable,Stable
Wingecarribee,Other offences,31,40,48,43,53,105,Stable,Up 14.3%
Wollondilly,Murder *,1,0,0,0,0,nc,nc,nc
Wollondilly,Attempted murder,0,0,0,0,0,nc,nc,nc
Wollondilly,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Wollondilly,Manslaughter *,0,0,0,0,0,nc,nc,nc
Wingecarribee,Domestic violence related assault,124,127,94,100,95,188.1,Stable,Down 6.4%
Wollondilly,Non-domestic violence related assault,111,88,86,62,57,109.1,Stable,Down 15.3%
Wollondilly,Assault Police,7,6,3,8,4,7.7,nc,nc
Wollondilly,Sexual assault,37,41,26,31,37,70.8,Stable,Stable
Wollondilly,"Indecent assault, act of indecency and other sexual offences",38,53,22,47,69,132.1,Stable,Up 16.1%
Wollondilly,Abduction and kidnapping,2,0,3,1,0,nc,nc,nc
Wollondilly,Robbery without a weapon,1,3,1,0,0,nc,nc,nc
Wollondilly,Robbery with a firearm,0,1,0,3,1,1.9,nc,nc
Wollondilly,Robbery with a weapon not a firearm,1,1,3,4,0,nc,nc,nc
Wollondilly,Blackmail and extortion,0,0,0,2,0,nc,nc,nc
Wollondilly,"Intimidation, stalking and harassment",169,170,228,203,187,358,Stable,Stable
Wollondilly,Other offences against the person,5,4,1,5,4,7.7,nc,nc
Wollondilly,Break and enter dwelling,131,84,86,76,59,113,Stable,Down 18.1%
Wollondilly,Break and enter non-dwelling,38,53,37,46,40,76.6,Stable,Stable
Wollondilly,Receiving or handling stolen goods,7,10,5,12,8,15.3,nc,nc
Wollondilly,Motor vehicle theft,54,56,54,54,57,109.1,Stable,Stable
Wollondilly,Steal from motor vehicle,93,103,81,107,88,168.5,Stable,Stable
Wollondilly,Steal from retail store,15,15,21,26,17,32.5,nc,nc
Wollondilly,Steal from dwelling,71,75,51,51,49,93.8,Stable,Down 8.9%
Wollondilly,Steal from person,4,3,1,2,1,1.9,nc,nc
Wollondilly,Stock theft,2,1,2,3,2,3.8,nc,nc
Wollondilly,Fraud,136,188,148,118,151,289.1,Stable,Stable
Wollondilly,Other theft,64,71,64,52,76,145.5,Up 46.2%,Stable
Wollondilly,Arson,59,36,26,53,40,76.6,Stable,Stable
Wollondilly,Malicious damage to property,223,234,273,195,177,338.9,Stable,Down 5.6%
Wollondilly,Possession and/or use of cocaine,2,1,4,8,3,5.7,nc,nc
Wollondilly,Possession and/or use of narcotics,1,0,0,0,1,1.9,nc,nc
Wollondilly,Possession and/or use of cannabis,79,61,68,76,43,82.3,Stable,Stable
Wollondilly,Possession and/or use of amphetamines,14,15,18,9,12,23,nc,nc
Wollondilly,Possession and/or use of ecstasy,7,21,19,31,1,1.9,nc,nc
Wollondilly,Possession and/or use of other drugs,14,15,19,35,4,7.7,nc,nc
Wollondilly,"Dealing, trafficking in cocaine",2,2,2,1,6,11.5,nc,nc
Wollondilly,"Dealing, trafficking in narcotics",0,1,0,0,0,nc,nc,nc
Wollondilly,"Dealing, trafficking in cannabis",4,2,5,2,7,13.4,nc,nc
Wollondilly,"Dealing, trafficking in amphetamines",4,10,5,12,2,3.8,nc,nc
Wollondilly,"Dealing, trafficking in ecstasy",3,2,0,2,1,1.9,nc,nc
Wollondilly,"Dealing, trafficking in other drugs",3,0,0,3,0,nc,nc,nc
Wollondilly,Cultivating cannabis,5,3,7,5,5,9.6,nc,nc
Wollondilly,Manufacture drug,3,1,0,3,0,nc,nc,nc
Wollondilly,Importing drugs,0,0,0,0,0,nc,nc,nc
Wollondilly,Other drug offences,23,19,43,49,19,36.4,nc,nc
Wollondilly,Prohibited and regulated weapons offences,58,60,83,73,61,116.8,Stable,Stable
Wollondilly,Trespass,37,36,55,51,35,67,Stable,Stable
Wollondilly,Offensive conduct,4,4,11,6,5,9.6,nc,nc
Wollondilly,Offensive language,5,11,9,7,3,5.7,nc,nc
Wollondilly,Criminal intent,6,3,12,6,5,9.6,nc,nc
Wollondilly,Betting and gaming offences,1,0,1,0,0,nc,nc,nc
Wollondilly,Liquor offences,25,32,58,61,19,36.4,nc,nc
Wollondilly,Pornography offences,4,5,0,5,4,7.7,nc,nc
Wollondilly,Prostitution offences,0,0,0,0,0,nc,nc,nc
Wollondilly,Escape custody,0,1,1,0,0,nc,nc,nc
Wollondilly,Breach Apprehended Violence Order,48,52,49,62,83,158.9,Stable,Up 14.7%
Wollondilly,Breach bail conditions,48,41,40,60,56,107.2,Stable,Stable
Wollondilly,Fail to appear,0,0,0,0,0,nc,nc,nc
Wollondilly,Resist or hinder officer,15,6,18,18,6,11.5,nc,nc
Wollondilly,Other offences against justice procedures,2,0,1,1,3,5.7,nc,nc
Wollondilly,Transport regulatory offences,237,247,239,280,55,105.3,Down 80.4%,Down 30.6%
Wollondilly,Other offences,43,49,59,47,41,78.5,Stable,Stable
Wollongong,Murder *,2,1,1,4,2,0.9,nc,nc
Wollongong,Attempted murder,1,0,0,0,0,nc,nc,nc
Wollongong,"Murder accessory, conspiracy",0,0,1,0,0,nc,nc,nc
Wollongong,Manslaughter *,1,0,0,0,0,nc,nc,nc
Glen Innes Severn,Domestic violence related assault,78,98,77,51,60,673.6,Stable,Down 6.3%
Wollongong,Non-domestic violence related assault,829,806,862,743,736,340.6,Stable,Down 2.9%
Wollongong,Assault Police,78,64,75,72,87,40.3,Stable,Stable
Wollongong,Sexual assault,157,132,161,154,153,70.8,Stable,Stable
Wollongong,"Indecent assault, act of indecency and other sexual offences",157,150,163,194,220,101.8,Stable,Up 8.8%
Wollongong,Abduction and kidnapping,13,9,10,6,12,5.6,nc,nc
Wollongong,Robbery without a weapon,41,36,42,42,31,14.3,Stable,Stable
Wollongong,Robbery with a firearm,2,8,6,6,2,0.9,nc,nc
Wollongong,Robbery with a weapon not a firearm,28,17,33,33,25,11.6,Stable,nc
Wollongong,Blackmail and extortion,2,3,1,1,5,2.3,nc,nc
Wollongong,"Intimidation, stalking and harassment",824,768,758,845,796,368.4,Stable,Stable
Wollongong,Other offences against the person,42,30,12,28,27,12.5,Stable,nc
Wollongong,Break and enter dwelling,912,801,733,664,648,299.9,Stable,Down 8.2%
Wollongong,Break and enter non-dwelling,458,393,303,234,276,127.7,Up 17.9%,Down 11.9%
Wollongong,Receiving or handling stolen goods,273,245,253,263,278,128.7,Stable,Stable
Wollongong,Motor vehicle theft,416,377,390,429,424,196.2,Stable,Stable
Wollongong,Steal from motor vehicle,1285,1407,1373,1255,1305,604,Stable,Stable
Wollongong,Steal from retail store,713,911,847,837,1039,480.9,Up 24.1%,Up 9.9%
Wollongong,Steal from dwelling,672,584,589,475,529,244.8,Up 11.4%,Down 5.8%
Wollongong,Steal from person,124,71,79,55,47,21.8,Stable,Down 21.5%
Wollongong,Stock theft,1,0,0,3,1,0.5,nc,nc
Wollongong,Fraud,918,859,870,1116,1121,518.8,Stable,Up 5.1%
Wollongong,Other theft,910,788,739,696,723,334.6,Stable,Down 5.6%
Wollongong,Arson,209,162,188,178,131,60.6,Down 26.4%,Down 11.0%
Wollongong,Malicious damage to property,1882,1795,1763,1662,1521,703.9,Stable,Down 5.2%
Wollongong,Possession and/or use of cocaine,18,28,43,44,37,17.1,Stable,nc
Wollongong,Possession and/or use of narcotics,13,26,23,13,25,11.6,nc,nc
Wollongong,Possession and/or use of cannabis,445,470,499,420,432,199.9,Stable,Stable
Wollongong,Possession and/or use of amphetamines,232,299,268,232,220,101.8,Stable,Stable
Wollongong,Possession and/or use of ecstasy,32,24,30,77,54,25,Stable,Stable
Wollongong,Possession and/or use of other drugs,89,98,107,103,133,61.6,Up 29.1%,Up 10.6%
Wollongong,"Dealing, trafficking in cocaine",4,17,27,2,41,19,nc,nc
Wollongong,"Dealing, trafficking in narcotics",88,104,5,6,9,4.2,nc,nc
Wollongong,"Dealing, trafficking in cannabis",15,35,29,92,21,9.7,Stable,nc
Wollongong,"Dealing, trafficking in amphetamines",103,137,64,61,94,43.5,Stable,Stable
Wollongong,"Dealing, trafficking in ecstasy",14,28,37,8,13,6,nc,nc
Wollongong,"Dealing, trafficking in other drugs",2,5,1,6,33,15.3,nc,nc
Wollongong,Cultivating cannabis,26,30,32,24,17,7.9,nc,nc
Wollongong,Manufacture drug,1,1,1,0,1,0.5,nc,nc
Wollongong,Importing drugs,1,0,0,0,1,0.5,nc,nc
Wollongong,Other drug offences,115,154,120,143,155,71.7,Stable,Stable
Wollongong,Prohibited and regulated weapons offences,421,452,553,480,459,212.4,Stable,Stable
Wollongong,Trespass,307,336,367,370,299,138.4,Down 19.2%,Stable
Wollongong,Offensive conduct,154,190,174,122,146,67.6,Stable,Stable
Wollongong,Offensive language,100,92,130,90,87,40.3,Stable,Stable
Wollongong,Criminal intent,50,74,59,53,47,21.8,Stable,Stable
Wollongong,Betting and gaming offences,1,2,2,1,3,1.4,nc,nc
Wollongong,Liquor offences,231,356,357,247,270,125,Stable,Stable
Wollongong,Pornography offences,13,11,14,25,34,15.7,Stable,nc
Wollongong,Prostitution offences,0,0,1,1,0,nc,nc,nc
Wollongong,Escape custody,2,8,10,8,9,4.2,nc,nc
Wollongong,Breach Apprehended Violence Order,474,446,413,472,477,220.8,Stable,Stable
Wollongong,Breach bail conditions,1229,1202,1394,1016,1472,681.3,Up 44.9%,Stable
Wollongong,Fail to appear,1,9,5,1,1,0.5,nc,nc
Wollongong,Resist or hinder officer,202,181,218,188,194,89.8,Stable,Stable
Wollongong,Other offences against justice procedures,8,2,12,12,49,22.7,nc,nc
Wollongong,Transport regulatory offences,4640,6203,7140,6158,6259,2896.7,Stable,Up 7.8%
Wollongong,Other offences,547,562,647,433,470,217.5,Stable,Down 3.7%
Woollahra,Murder *,0,0,0,0,0,nc,nc,nc
Woollahra,Attempted murder,0,0,0,0,0,nc,nc,nc
Woollahra,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Woollahra,Manslaughter *,0,0,0,0,0,nc,nc,nc
North Sydney,Domestic violence related assault,123,143,125,111,96,129.4,Stable,Down 6.0%
Woollahra,Non-domestic violence related assault,133,117,128,119,114,193.3,Stable,Stable
Woollahra,Assault Police,10,12,10,11,14,23.7,nc,nc
Woollahra,Sexual assault,22,24,25,36,38,64.4,Stable,Up 14.6%
Woollahra,"Indecent assault, act of indecency and other sexual offences",29,42,33,22,32,54.3,Stable,Stable
Woollahra,Abduction and kidnapping,0,1,0,1,1,1.7,nc,nc
Woollahra,Robbery without a weapon,2,3,1,2,1,1.7,nc,nc
Woollahra,Robbery with a firearm,0,0,0,1,1,1.7,nc,nc
Woollahra,Robbery with a weapon not a firearm,1,0,0,2,1,1.7,nc,nc
Woollahra,Blackmail and extortion,3,0,4,2,1,1.7,nc,nc
Woollahra,"Intimidation, stalking and harassment",83,95,103,82,131,222.2,Up 59.8%,Up 12.1%
Woollahra,Other offences against the person,3,2,4,2,10,17,nc,nc
Woollahra,Break and enter dwelling,215,179,120,102,128,217.1,Stable,Down 12.2%
Woollahra,Break and enter non-dwelling,30,35,24,16,16,27.1,nc,nc
Woollahra,Receiving or handling stolen goods,33,48,60,123,79,134,Down 35.8%,Up 24.4%
Woollahra,Motor vehicle theft,63,57,54,61,50,84.8,Stable,Stable
Woollahra,Steal from motor vehicle,186,192,150,155,136,230.6,Stable,Down 7.5%
Woollahra,Steal from retail store,61,73,82,83,55,93.3,Down 33.7%,Stable
Woollahra,Steal from dwelling,154,170,145,117,123,208.6,Stable,Down 5.5%
Woollahra,Steal from person,45,69,34,27,29,49.2,Stable,Down 10.4%
Woollahra,Stock theft,0,0,0,0,0,nc,nc,nc
Woollahra,Fraud,315,290,332,330,301,510.5,Stable,Stable
Woollahra,Other theft,170,179,169,123,119,201.8,Stable,Down 8.5%
Woollahra,Arson,3,7,5,0,7,11.9,nc,nc
Woollahra,Malicious damage to property,267,303,274,210,226,383.3,Stable,Down 4.1%
Woollahra,Possession and/or use of cocaine,64,118,84,169,92,156,Down 45.6%,Stable
Woollahra,Possession and/or use of narcotics,5,2,3,4,1,1.7,nc,nc
Woollahra,Possession and/or use of cannabis,74,85,64,71,56,95,Stable,Stable
Woollahra,Possession and/or use of amphetamines,24,23,19,30,16,27.1,nc,nc
Woollahra,Possession and/or use of ecstasy,14,8,5,8,5,8.5,nc,nc
Woollahra,Possession and/or use of other drugs,13,18,23,33,26,44.1,Stable,nc
Woollahra,"Dealing, trafficking in cocaine",15,24,32,102,65,110.2,Stable,nc
Woollahra,"Dealing, trafficking in narcotics",0,6,0,1,2,3.4,nc,nc
Woollahra,"Dealing, trafficking in cannabis",3,0,2,4,0,nc,nc,nc
Woollahra,"Dealing, trafficking in amphetamines",1,9,3,4,5,8.5,nc,nc
Woollahra,"Dealing, trafficking in ecstasy",10,6,4,9,9,15.3,nc,nc
Woollahra,"Dealing, trafficking in other drugs",4,4,0,10,2,3.4,nc,nc
Woollahra,Cultivating cannabis,0,0,0,1,0,nc,nc,nc
Woollahra,Manufacture drug,0,0,0,0,0,nc,nc,nc
Woollahra,Importing drugs,0,0,0,0,7,11.9,nc,nc
Woollahra,Other drug offences,23,25,33,29,16,27.1,nc,nc
Woollahra,Prohibited and regulated weapons offences,29,26,34,34,28,47.5,Stable,Stable
Woollahra,Trespass,57,46,66,45,76,128.9,Stable,Stable
Woollahra,Offensive conduct,35,25,28,33,31,52.6,Stable,Stable
Woollahra,Offensive language,11,11,10,10,12,20.4,nc,nc
Woollahra,Criminal intent,4,8,9,7,10,17,nc,nc
Woollahra,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Woollahra,Liquor offences,90,102,125,122,113,191.6,Stable,Stable
Woollahra,Pornography offences,2,2,2,1,5,8.5,nc,nc
Woollahra,Prostitution offences,1,0,0,1,0,nc,nc,nc
Woollahra,Escape custody,0,1,0,1,0,nc,nc,nc
Woollahra,Breach Apprehended Violence Order,48,33,59,47,57,96.7,Stable,Up 4.4%
Woollahra,Breach bail conditions,76,93,113,81,108,183.2,Stable,Up 9.2%
Woollahra,Fail to appear,2,3,3,0,1,1.7,nc,nc
Woollahra,Resist or hinder officer,24,26,22,28,35,59.4,Stable,Stable
Woollahra,Other offences against justice procedures,1,2,0,3,4,6.8,nc,nc
Woollahra,Transport regulatory offences,35,40,131,147,126,213.7,Stable,Up 37.7%
Woollahra,Other offences,158,152,214,149,139,235.7,Stable,Stable
Yass Valley,Murder *,1,0,0,0,1,5.9,nc,nc
Yass Valley,Attempted murder,0,0,0,0,0,nc,nc,nc
Yass Valley,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Yass Valley,Manslaughter *,0,0,0,0,0,nc,nc,nc
Canterbury-Bankstown,Domestic violence related assault,1381,1376,1145,1181,1204,322,Stable,Down 3.4%
Yass Valley,Non-domestic violence related assault,34,30,30,37,26,153.4,Stable,Stable
Yass Valley,Assault Police,4,1,3,2,1,5.9,nc,nc
Yass Valley,Sexual assault,8,11,7,10,13,76.7,nc,nc
Yass Valley,"Indecent assault, act of indecency and other sexual offences",9,9,12,23,11,64.9,nc,nc
Yass Valley,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Yass Valley,Robbery without a weapon,1,0,0,2,0,nc,nc,nc
Yass Valley,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Yass Valley,Robbery with a weapon not a firearm,0,1,0,0,0,nc,nc,nc
Yass Valley,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Yass Valley,"Intimidation, stalking and harassment",44,37,32,38,32,188.8,Stable,Stable
Yass Valley,Other offences against the person,4,2,0,1,3,17.7,nc,nc
Yass Valley,Break and enter dwelling,46,23,38,24,20,118,Stable,Down 18.8%
Yass Valley,Break and enter non-dwelling,16,14,33,12,14,82.6,nc,nc
Yass Valley,Receiving or handling stolen goods,7,5,8,8,10,59,nc,nc
Yass Valley,Motor vehicle theft,14,8,11,22,19,112.1,nc,nc
Yass Valley,Steal from motor vehicle,25,35,21,39,22,129.8,Stable,Stable
Yass Valley,Steal from retail store,10,9,17,6,12,70.8,nc,nc
Yass Valley,Steal from dwelling,28,27,19,18,16,94.4,nc,nc
Yass Valley,Steal from person,0,1,0,0,0,nc,nc,nc
Yass Valley,Stock theft,4,3,9,8,9,53.1,nc,nc
Yass Valley,Fraud,43,57,37,39,39,230,Stable,Stable
Yass Valley,Other theft,28,25,28,15,21,123.9,nc,nc
Yass Valley,Arson,15,13,11,15,9,53.1,nc,nc
Yass Valley,Malicious damage to property,97,73,57,73,53,312.6,Down 27.4%,Down 14.0%
Yass Valley,Possession and/or use of cocaine,1,2,3,0,4,23.6,nc,nc
