"Population projections by age groups, Local Government Area and year ",,,,,,,,,,,
,,,,,,,,,,,
  ,  ,  ,  , Population, Population, Population, Population, Population, Population, Population, Population
 Upper Lachlan Shire LGA, Persons, 2016 and 2031*, 15-44, , , ,"2,127", , ,"1,794", 
 Upper Lachlan Shire LGA, Persons, 2016 and 2031*, 45-64, , , ,"2,426", , ,"2,023", 
 Upper Lachlan Shire LGA, Persons, 2016 and 2031*, 65+, , , ,"1,836", , ,"2,342", 
 Upper Lachlan Shire LGA, Persons, 2016 and 2031*, All ages, , , ,"7,841", , ,"7,478", 
 Upper Lachlan Shire LGA, Persons, 2016 and 2036*, 0-14, , , ,"1,452", , , ,"1,260"
 Upper Lachlan Shire LGA, Persons, 2016 and 2036*, 15-44, , , ,"2,127", , , ,"1,702"
 Upper Lachlan Shire LGA, Persons, 2016 and 2036*, 45-64, , , ,"2,426", , , ,"2,018"
 Upper Lachlan Shire LGA, Persons, 2016 and 2036*, 65+, , , ,"1,836", , , ,"2,426"
 Upper Lachlan Shire LGA, Persons, 2016 and 2036*, All ages, , , ,"7,841", , , ,"7,406"
 Uralla LGA, Persons, 2001 and 2016, 0-14,"1,347", , ,"1,212", , , , 
 Uralla LGA, Persons, 2001 and 2016, 15-44,"2,319", , ,"1,846", , , , 
 Uralla LGA, Persons, 2001 and 2016, 45-64,"1,648", , ,"1,879", , , , 
 Uralla LGA, Persons, 2001 and 2016, 65+,738, , ,"1,222", , , , 
 Uralla LGA, Persons, 2001 and 2016, All ages,"6,052", , ,"6,159", , , , 
 Uralla LGA, Persons, 2006 and 2016, 0-14, ,"1,250", ,"1,212", , , , 
 Uralla LGA, Persons, 2006 and 2016, 15-44, ,"2,085", ,"1,846", , , , 
 Uralla LGA, Persons, 2006 and 2016, 45-64, ,"1,781", ,"1,879", , , , 
 Uralla LGA, Persons, 2006 and 2016, 65+, ,778, ,"1,222", , , , 
 Uralla LGA, Persons, 2006 and 2016, All ages, ,"5,894", ,"6,159", , , , 
 Uralla LGA, Persons, 2011 and 2016, 0-14, , ,"1,313","1,212", , , , 
 Uralla LGA, Persons, 2011 and 2016, 15-44, , ,"2,015","1,846", , , , 
 Uralla LGA, Persons, 2011 and 2016, 45-64, , ,"1,960","1,879", , , , 
 Uralla LGA, Persons, 2011 and 2016, 65+, , ,953,"1,222", , , , 
 Uralla LGA, Persons, 2011 and 2016, All ages, , ,"6,241","6,159", , , , 
 Uralla LGA, Persons, 2016 and 2021*, 0-14, , , ,"1,212","1,240", , , 
 Uralla LGA, Persons, 2016 and 2021*, 15-44, , , ,"1,846","2,017", , , 
 Uralla LGA, Persons, 2016 and 2021*, 45-64, , , ,"1,879","1,731", , , 
 Uralla LGA, Persons, 2016 and 2021*, 65+, , , ,"1,222","1,459", , , 
 Uralla LGA, Persons, 2016 and 2021*, All ages, , , ,"6,159","6,447", , , 
 Uralla LGA, Persons, 2016 and 2026*, 0-14, , , ,"1,212", ,"1,257", , 
 Uralla LGA, Persons, 2016 and 2026*, 15-44, , , ,"1,846", ,"2,015", , 
 Uralla LGA, Persons, 2016 and 2026*, 45-64, , , ,"1,879", ,"1,614", , 
 Uralla LGA, Persons, 2016 and 2026*, 65+, , , ,"1,222", ,"1,635", , 
 Uralla LGA, Persons, 2016 and 2026*, All ages, , , ,"6,159", ,"6,521", , 
 Uralla LGA, Persons, 2016 and 2031*, 0-14, , , ,"1,212", , ,"1,257", 
 Uralla LGA, Persons, 2016 and 2031*, 15-44, , , ,"1,846", , ,"1,981", 
 Uralla LGA, Persons, 2016 and 2031*, 45-64, , , ,"1,879", , ,"1,560", 
 Uralla LGA, Persons, 2016 and 2031*, 65+, , , ,"1,222", , ,"1,760", 
 Uralla LGA, Persons, 2016 and 2031*, All ages, , , ,"6,159", , ,"6,559", 
 Uralla LGA, Persons, 2016 and 2036*, 0-14, , , ,"1,212", , , ,"1,240"
 Uralla LGA, Persons, 2016 and 2036*, 15-44, , , ,"1,846", , , ,"1,932"
 Uralla LGA, Persons, 2016 and 2036*, 45-64, , , ,"1,879", , , ,"1,564"
 Uralla LGA, Persons, 2016 and 2036*, 65+, , , ,"1,222", , , ,"1,822"
 Uralla LGA, Persons, 2016 and 2036*, All ages, , , ,"6,159", , , ,"6,558"
 Wagga Wagga LGA, Persons, 2001 and 2016, 0-14,"12,731", , ,"13,300", , , , 
 Wagga Wagga LGA, Persons, 2001 and 2016, 15-44,"25,303", , ,"26,725", , , , 
 Wagga Wagga LGA, Persons, 2001 and 2016, 45-64,"11,854", , ,"14,777", , , , 
 Wagga Wagga LGA, Persons, 2001 and 2016, 65+,"6,392", , ,"9,283", , , , 
 Wagga Wagga LGA, Persons, 2001 and 2016, All ages,"56,280", , ,"64,085", , , , 
 Wagga Wagga LGA, Persons, 2006 and 2016, 0-14, ,"12,799", ,"13,300", , , , 
 Wagga Wagga LGA, Persons, 2006 and 2016, 15-44, ,"25,499", ,"26,725", , , , 
 Wagga Wagga LGA, Persons, 2006 and 2016, 45-64, ,"13,165", ,"14,777", , , , 
 Wagga Wagga LGA, Persons, 2006 and 2016, 65+, ,"7,055", ,"9,283", , , , 
 Wagga Wagga LGA, Persons, 2006 and 2016, All ages, ,"58,518", ,"64,085", , , , 
 Wagga Wagga LGA, Persons, 2011 and 2016, 0-14, , ,"12,941","13,300", , , , 
 Wagga Wagga LGA, Persons, 2011 and 2016, 15-44, , ,"26,483","26,725", , , , 
 Wagga Wagga LGA, Persons, 2011 and 2016, 45-64, , ,"14,364","14,777", , , , 
 Wagga Wagga LGA, Persons, 2011 and 2016, 65+, , ,"7,993","9,283", , , , 
 Wagga Wagga LGA, Persons, 2011 and 2016, All ages, , ,"61,781","64,085", , , , 
 Wagga Wagga LGA, Persons, 2016 and 2021*, 0-14, , , ,"13,300","13,778", , , 
 Wagga Wagga LGA, Persons, 2016 and 2021*, 15-44, , , ,"26,725","29,024", , , 
 Wagga Wagga LGA, Persons, 2016 and 2021*, 45-64, , , ,"14,777","15,445", , , 
 Wagga Wagga LGA, Persons, 2016 and 2021*, 65+, , , ,"9,283","11,213", , , 
 Wagga Wagga LGA, Persons, 2016 and 2021*, All ages, , , ,"64,085","69,461", , , 
 Wagga Wagga LGA, Persons, 2016 and 2026*, 0-14, , , ,"13,300", ,"14,005", , 
 Wagga Wagga LGA, Persons, 2016 and 2026*, 15-44, , , ,"26,725", ,"30,016", , 
 Wagga Wagga LGA, Persons, 2016 and 2026*, 45-64, , , ,"14,777", ,"15,493", , 
 Wagga Wagga LGA, Persons, 2016 and 2026*, 65+, , , ,"9,283", ,"13,121", , 
 Wagga Wagga LGA, Persons, 2016 and 2026*, All ages, , , ,"64,085", ,"72,636", , 
 Wagga Wagga LGA, Persons, 2016 and 2031*, 0-14, , , ,"13,300", , ,"14,283", 
 Wagga Wagga LGA, Persons, 2016 and 2031*, 15-44, , , ,"26,725", , ,"30,252", 
 Wagga Wagga LGA, Persons, 2016 and 2031*, 45-64, , , ,"14,777", , ,"16,202", 
 Wagga Wagga LGA, Persons, 2016 and 2031*, 65+, , , ,"9,283", , ,"14,723", 
 Wagga Wagga LGA, Persons, 2016 and 2031*, All ages, , , ,"64,085", , ,"75,460", 
 Wagga Wagga LGA, Persons, 2016 and 2036*, 0-14, , , ,"13,300", , , ,"14,398"
 Wagga Wagga LGA, Persons, 2016 and 2036*, 15-44, , , ,"26,725", , , ,"30,299"
 Wagga Wagga LGA, Persons, 2016 and 2036*, 45-64, , , ,"14,777", , , ,"17,118"
 Wagga Wagga LGA, Persons, 2016 and 2036*, 65+, , , ,"9,283", , , ,"16,154"
 Wagga Wagga LGA, Persons, 2016 and 2036*, All ages, , , ,"64,085", , , ,"77,969"
 Walcha LGA, Persons, 2001 and 2016, 0-14,740, , ,545, , , , 
 Walcha LGA, Persons, 2001 and 2016, 15-44,"1,150", , ,935, , , , 
 Walcha LGA, Persons, 2001 and 2016, 45-64,903, , ,886, , , , 
 Walcha LGA, Persons, 2001 and 2016, 65+,489, , ,778, , , , 
 Walcha LGA, Persons, 2001 and 2016, All ages,"3,282", , ,"3,144", , , , 
 Walcha LGA, Persons, 2006 and 2016, 0-14, ,676, ,545, , , , 
 Walcha LGA, Persons, 2006 and 2016, 15-44, ,"1,086", ,935, , , , 
 Walcha LGA, Persons, 2006 and 2016, 45-64, ,950, ,886, , , , 
 Walcha LGA, Persons, 2006 and 2016, 65+, ,547, ,778, , , , 
 Walcha LGA, Persons, 2006 and 2016, All ages, ,"3,259", ,"3,144", , , , 
 Walcha LGA, Persons, 2011 and 2016, 0-14, , ,566,545, , , , 
 Walcha LGA, Persons, 2011 and 2016, 15-44, , ,"1,014",935, , , , 
 Walcha LGA, Persons, 2011 and 2016, 45-64, , ,890,886, , , , 
 Walcha LGA, Persons, 2011 and 2016, 65+, , ,649,778, , , , 
 Walcha LGA, Persons, 2011 and 2016, All ages, , ,"3,119","3,144", , , , 
 Walcha LGA, Persons, 2016 and 2021*, 0-14, , , ,545,552, , , 
 Walcha LGA, Persons, 2016 and 2021*, 15-44, , , ,935,879, , , 
 Walcha LGA, Persons, 2016 and 2021*, 45-64, , , ,886,743, , , 
 Walcha LGA, Persons, 2016 and 2021*, 65+, , , ,778,794, , , 
 Walcha LGA, Persons, 2016 and 2021*, All ages, , , ,"3,144","2,968", , , 
 Walcha LGA, Persons, 2016 and 2026*, 0-14, , , ,545, ,533, , 
 Walcha LGA, Persons, 2016 and 2026*, 15-44, , , ,935, ,847, , 
 Walcha LGA, Persons, 2016 and 2026*, 45-64, , , ,886, ,677, , 
 Walcha LGA, Persons, 2016 and 2026*, 65+, , , ,778, ,813, , 
 Walcha LGA, Persons, 2016 and 2026*, All ages, , , ,"3,144", ,"2,870", , 
 Walcha LGA, Persons, 2016 and 2031*, 0-14, , , ,545, , ,504, 
 Walcha LGA, Persons, 2016 and 2031*, 15-44, , , ,935, , ,795, 
 Walcha LGA, Persons, 2016 and 2031*, 45-64, , , ,886, , ,638, 
 Walcha LGA, Persons, 2016 and 2031*, 65+, , , ,778, , ,814, 
 Walcha LGA, Persons, 2016 and 2031*, All ages, , , ,"3,144", , ,"2,751", 
 Walcha LGA, Persons, 2016 and 2036*, 0-14, , , ,545, , , ,471
 Walcha LGA, Persons, 2016 and 2036*, 15-44, , , ,935, , , ,731
 Walcha LGA, Persons, 2016 and 2036*, 45-64, , , ,886, , , ,617
 Walcha LGA, Persons, 2016 and 2036*, 65+, , , ,778, , , ,796
 Walcha LGA, Persons, 2016 and 2036*, All ages, , , ,"3,144", , , ,"2,615"
 Walgett LGA, Persons, 2001 and 2016, 0-14,"1,845", , ,"1,339", , , , 
 Walgett LGA, Persons, 2001 and 2016, 15-44,"3,368", , ,"2,128", , , , 
 Walgett LGA, Persons, 2001 and 2016, 45-64,"2,199", , ,"1,750", , , , 
 Walgett LGA, Persons, 2001 and 2016, 65+,849, , ,"1,152", , , , 
 Walgett LGA, Persons, 2001 and 2016, All ages,"8,261", , ,"6,369", , , , 
 Walgett LGA, Persons, 2006 and 2016, 0-14, ,"1,556", ,"1,339", , , , 
 Walgett LGA, Persons, 2006 and 2016, 15-44, ,"2,570", ,"2,128", , , , 
 Walgett LGA, Persons, 2006 and 2016, 45-64, ,"2,083", ,"1,750", , , , 
 Walgett LGA, Persons, 2006 and 2016, 65+, ,920, ,"1,152", , , , 
 Walgett LGA, Persons, 2006 and 2016, All ages, ,"7,129", ,"6,369", , , , 
 Walgett LGA, Persons, 2011 and 2016, 0-14, , ,"1,464","1,339", , , , 
 Walgett LGA, Persons, 2011 and 2016, 15-44, , ,"2,287","2,128", , , , 
 Walgett LGA, Persons, 2011 and 2016, 45-64, , ,"1,960","1,750", , , , 
 Walgett LGA, Persons, 2011 and 2016, 65+, , ,"1,086","1,152", , , , 
 Walgett LGA, Persons, 2011 and 2016, All ages, , ,"6,797","6,369", , , , 
 Walgett LGA, Persons, 2016 and 2021*, 0-14, , , ,"1,339","1,386", , , 
 Walgett LGA, Persons, 2016 and 2021*, 15-44, , , ,"2,128","1,888", , , 
 Walgett LGA, Persons, 2016 and 2021*, 45-64, , , ,"1,750","1,717", , , 
 Walgett LGA, Persons, 2016 and 2021*, 65+, , , ,"1,152","1,464", , , 
 Walgett LGA, Persons, 2016 and 2021*, All ages, , , ,"6,369","6,455", , , 
 Walgett LGA, Persons, 2016 and 2026*, 0-14, , , ,"1,339", ,"1,298", , 
 Walgett LGA, Persons, 2016 and 2026*, 15-44, , , ,"2,128", ,"1,755", , 
 Walgett LGA, Persons, 2016 and 2026*, 45-64, , , ,"1,750", ,"1,505", , 
 Walgett LGA, Persons, 2016 and 2026*, 65+, , , ,"1,152", ,"1,622", , 
 Walgett LGA, Persons, 2016 and 2026*, All ages, , , ,"6,369", ,"6,180", , 
 Walgett LGA, Persons, 2016 and 2031*, 0-14, , , ,"1,339", , ,"1,195", 
 Walgett LGA, Persons, 2016 and 2031*, 15-44, , , ,"2,128", , ,"1,614", 
 Walgett LGA, Persons, 2016 and 2031*, 45-64, , , ,"1,750", , ,"1,357", 
 Walgett LGA, Persons, 2016 and 2031*, 65+, , , ,"1,152", , ,"1,692", 
 Walgett LGA, Persons, 2016 and 2031*, All ages, , , ,"6,369", , ,"5,859", 
 Walgett LGA, Persons, 2016 and 2036*, 0-14, , , ,"1,339", , , ,"1,097"
 Walgett LGA, Persons, 2016 and 2036*, 15-44, , , ,"2,128", , , ,"1,460"
 Walgett LGA, Persons, 2016 and 2036*, 45-64, , , ,"1,750", , , ,"1,248"
 Walgett LGA, Persons, 2016 and 2036*, 65+, , , ,"1,152", , , ,"1,691"
 Walgett LGA, Persons, 2016 and 2036*, All ages, , , ,"6,369", , , ,"5,497"
 Warren LGA, Persons, 2001 and 2016, 0-14,741, , ,639, , , , 
 Warren LGA, Persons, 2001 and 2016, 15-44,"1,414", , ,878, , , , 
 Warren LGA, Persons, 2001 and 2016, 45-64,779, , ,742, , , , 
 Warren LGA, Persons, 2001 and 2016, 65+,359, , ,543, , , , 
 Warren LGA, Persons, 2001 and 2016, All ages,"3,293", , ,"2,802", , , , 
 Warren LGA, Persons, 2006 and 2016, 0-14, ,640, ,639, , , , 
 Warren LGA, Persons, 2006 and 2016, 15-44, ,981, ,878, , , , 
 Warren LGA, Persons, 2006 and 2016, 45-64, ,765, ,742, , , , 
 Warren LGA, Persons, 2006 and 2016, 65+, ,428, ,543, , , , 
 Warren LGA, Persons, 2006 and 2016, All ages, ,"2,814", ,"2,802", , , , 
 Warren LGA, Persons, 2011 and 2016, 0-14, , ,639,639, , , , 
 Warren LGA, Persons, 2011 and 2016, 15-44, , ,923,878, , , , 
 Warren LGA, Persons, 2011 and 2016, 45-64, , ,806,742, , , , 
 Warren LGA, Persons, 2011 and 2016, 65+, , ,494,543, , , , 
 Warren LGA, Persons, 2011 and 2016, All ages, , ,"2,862","2,802", , , , 
 Warren LGA, Persons, 2016 and 2021*, 0-14, , , ,639,567, , , 
 Warren LGA, Persons, 2016 and 2021*, 15-44, , , ,878,824, , , 
 Warren LGA, Persons, 2016 and 2021*, 45-64, , , ,742,730, , , 
 Warren LGA, Persons, 2016 and 2021*, 65+, , , ,543,607, , , 
 Warren LGA, Persons, 2016 and 2021*, All ages, , , ,"2,802","2,728", , , 
 Warren LGA, Persons, 2016 and 2026*, 0-14, , , ,639, ,537, , 
 Warren LGA, Persons, 2016 and 2026*, 15-44, , , ,878, ,809, , 
 Warren LGA, Persons, 2016 and 2026*, 45-64, , , ,742, ,652, , 
 Warren LGA, Persons, 2016 and 2026*, 65+, , , ,543, ,683, , 
 Warren LGA, Persons, 2016 and 2026*, All ages, , , ,"2,802", ,"2,680", , 
 Warren LGA, Persons, 2016 and 2031*, 0-14, , , ,639, , ,526, 
 Warren LGA, Persons, 2016 and 2031*, 15-44, , , ,878, , ,783, 
 Warren LGA, Persons, 2016 and 2031*, 45-64, , , ,742, , ,619, 
 Warren LGA, Persons, 2016 and 2031*, 65+, , , ,543, , ,723, 
 Warren LGA, Persons, 2016 and 2031*, All ages, , , ,"2,802", , ,"2,650", 
 Warren LGA, Persons, 2016 and 2036*, 0-14, , , ,639, , , ,521
 Warren LGA, Persons, 2016 and 2036*, 15-44, , , ,878, , , ,764
 Warren LGA, Persons, 2016 and 2036*, 45-64, , , ,742, , , ,612
 Warren LGA, Persons, 2016 and 2036*, 65+, , , ,543, , , ,734
 Warren LGA, Persons, 2016 and 2036*, All ages, , , ,"2,802", , , ,"2,630"
 Warrumbungle Shire LGA, Persons, 2001 and 2016, 0-14,"2,499", , ,"1,791", , , , 
 Warrumbungle Shire LGA, Persons, 2001 and 2016, 15-44,"3,665", , ,"2,637", , , , 
 Warrumbungle Shire LGA, Persons, 2001 and 2016, 45-64,"2,810", , ,"2,679", , , , 
 Warrumbungle Shire LGA, Persons, 2001 and 2016, 65+,"1,788", , ,"2,434", , , , 
 Warrumbungle Shire LGA, Persons, 2001 and 2016, All ages,"10,762", , ,"9,541", , , , 
 Warrumbungle Shire LGA, Persons, 2006 and 2016, 0-14, ,"2,200", ,"1,791", , , , 
 Warrumbungle Shire LGA, Persons, 2006 and 2016, 15-44, ,"3,122", ,"2,637", , , , 
 Warrumbungle Shire LGA, Persons, 2006 and 2016, 45-64, ,"2,845", ,"2,679", , , , 
 Warrumbungle Shire LGA, Persons, 2006 and 2016, 65+, ,"1,867", ,"2,434", , , , 
 Warrumbungle Shire LGA, Persons, 2006 and 2016, All ages, ,"10,034", ,"9,541", , , , 
 Warrumbungle Shire LGA, Persons, 2011 and 2016, 0-14, , ,"2,018","1,791", , , , 
 Warrumbungle Shire LGA, Persons, 2011 and 2016, 15-44, , ,"2,956","2,637", , , , 
 Warrumbungle Shire LGA, Persons, 2011 and 2016, 45-64, , ,"2,783","2,679", , , , 
 Warrumbungle Shire LGA, Persons, 2011 and 2016, 65+, , ,"2,141","2,434", , , , 
 Warrumbungle Shire LGA, Persons, 2011 and 2016, All ages, , ,"9,898","9,541", , , , 
 Warrumbungle Shire LGA, Persons, 2016 and 2021*, 0-14, , , ,"1,791","1,895", , , 
 Warrumbungle Shire LGA, Persons, 2016 and 2021*, 15-44, , , ,"2,637","2,827", , , 
 Warrumbungle Shire LGA, Persons, 2016 and 2021*, 45-64, , , ,"2,679","2,359", , , 
 Warrumbungle Shire LGA, Persons, 2016 and 2021*, 65+, , , ,"2,434","2,476", , , 
 Warrumbungle Shire LGA, Persons, 2016 and 2021*, All ages, , , ,"9,541","9,558", , , 
 Warrumbungle Shire LGA, Persons, 2016 and 2026*, 0-14, , , ,"1,791", ,"1,848", , 
 Warrumbungle Shire LGA, Persons, 2016 and 2026*, 15-44, , , ,"2,637", ,"2,742", , 
 Warrumbungle Shire LGA, Persons, 2016 and 2026*, 45-64, , , ,"2,679", ,"2,167", , 
 Warrumbungle Shire LGA, Persons, 2016 and 2026*, 65+, , , ,"2,434", ,"2,544", , 
 Warrumbungle Shire LGA, Persons, 2016 and 2026*, All ages, , , ,"9,541", ,"9,300", , 
 Warrumbungle Shire LGA, Persons, 2016 and 2031*, 0-14, , , ,"1,791", , ,"1,766", 
 Warrumbungle Shire LGA, Persons, 2016 and 2031*, 15-44, , , ,"2,637", , ,"2,612", 
 Warrumbungle Shire LGA, Persons, 2016 and 2031*, 45-64, , , ,"2,679", , ,"2,064", 
 Warrumbungle Shire LGA, Persons, 2016 and 2031*, 65+, , , ,"2,434", , ,"2,557", 
 Warrumbungle Shire LGA, Persons, 2016 and 2031*, All ages, , , ,"9,541", , ,"8,998", 
 Warrumbungle Shire LGA, Persons, 2016 and 2036*, 0-14, , , ,"1,791", , , ,"1,669"
 Warrumbungle Shire LGA, Persons, 2016 and 2036*, 15-44, , , ,"2,637", , , ,"2,447"
 Warrumbungle Shire LGA, Persons, 2016 and 2036*, 45-64, , , ,"2,679", , , ,"2,027"
 Warrumbungle Shire LGA, Persons, 2016 and 2036*, 65+, , , ,"2,434", , , ,"2,517"
 Warrumbungle Shire LGA, Persons, 2016 and 2036*, All ages, , , ,"9,541", , , ,"8,660"
 Waverley LGA, Persons, 2001 and 2016, 0-14,"8,500", , ,"11,429", , , , 
 Waverley LGA, Persons, 2001 and 2016, 15-44,"32,828", , ,"36,626", , , , 
 Waverley LGA, Persons, 2001 and 2016, 45-64,"12,994", , ,"14,935", , , , 
 Waverley LGA, Persons, 2001 and 2016, 65+,"8,531", , ,"9,116", , , , 
 Waverley LGA, Persons, 2001 and 2016, All ages,"62,853", , ,"72,106", , , , 
 Waverley LGA, Persons, 2006 and 2016, 0-14, ,"8,761", ,"11,429", , , , 
 Waverley LGA, Persons, 2006 and 2016, 15-44, ,"34,097", ,"36,626", , , , 
 Waverley LGA, Persons, 2006 and 2016, 45-64, ,"13,340", ,"14,935", , , , 
 Waverley LGA, Persons, 2006 and 2016, 65+, ,"8,096", ,"9,116", , , , 
 Waverley LGA, Persons, 2006 and 2016, All ages, ,"64,294", ,"72,106", , , , 
 Waverley LGA, Persons, 2011 and 2016, 0-14, , ,"10,237","11,429", , , , 
 Waverley LGA, Persons, 2011 and 2016, 15-44, , ,"36,883","36,626", , , , 
 Waverley LGA, Persons, 2011 and 2016, 45-64, , ,"13,676","14,935", , , , 
 Waverley LGA, Persons, 2011 and 2016, 65+, , ,"7,902","9,116", , , , 
 Waverley LGA, Persons, 2011 and 2016, All ages, , ,"68,698","72,106", , , , 
 Waverley LGA, Persons, 2016 and 2021*, 0-14, , , ,"11,429","13,169", , , 
 Waverley LGA, Persons, 2016 and 2021*, 15-44, , , ,"36,626","35,895", , , 
 Waverley LGA, Persons, 2016 and 2021*, 45-64, , , ,"14,935","15,939", , , 
 Waverley LGA, Persons, 2016 and 2021*, 65+, , , ,"9,116","9,433", , , 
 Waverley LGA, Persons, 2016 and 2021*, All ages, , , ,"72,106","74,436", , , 
 Waverley LGA, Persons, 2016 and 2026*, 0-14, , , ,"11,429", ,"13,219", , 
 Waverley LGA, Persons, 2016 and 2026*, 15-44, , , ,"36,626", ,"35,277", , 
 Waverley LGA, Persons, 2016 and 2026*, 45-64, , , ,"14,935", ,"16,561", , 
 Waverley LGA, Persons, 2016 and 2026*, 65+, , , ,"9,116", ,"10,297", , 
 Waverley LGA, Persons, 2016 and 2026*, All ages, , , ,"72,106", ,"75,353", , 
 Waverley LGA, Persons, 2016 and 2031*, 0-14, , , ,"11,429", , ,"12,939", 
 Waverley LGA, Persons, 2016 and 2031*, 15-44, , , ,"36,626", , ,"35,251", 
 Waverley LGA, Persons, 2016 and 2031*, 45-64, , , ,"14,935", , ,"17,087", 
 Waverley LGA, Persons, 2016 and 2031*, 65+, , , ,"9,116", , ,"11,166", 
 Waverley LGA, Persons, 2016 and 2031*, All ages, , , ,"72,106", , ,"76,444", 
 Waverley LGA, Persons, 2016 and 2036*, 0-14, , , ,"11,429", , , ,"12,571"
 Waverley LGA, Persons, 2016 and 2036*, 15-44, , , ,"36,626", , , ,"35,492"
 Waverley LGA, Persons, 2016 and 2036*, 45-64, , , ,"14,935", , , ,"17,097"
 Waverley LGA, Persons, 2016 and 2036*, 65+, , , ,"9,116", , , ,"12,122"
 Waverley LGA, Persons, 2016 and 2036*, All ages, , , ,"72,106", , , ,"77,282"
 Weddin LGA, Persons, 2001 and 2016, 0-14,789, , ,628, , , , 
 Weddin LGA, Persons, 2001 and 2016, 15-44,"1,275", , ,992, , , , 
 Weddin LGA, Persons, 2001 and 2016, 45-64,"1,082", , ,"1,058", , , , 
 Weddin LGA, Persons, 2001 and 2016, 65+,680, , ,"1,014", , , , 
 Weddin LGA, Persons, 2001 and 2016, All ages,"3,826", , ,"3,692", , , , 
 Weddin LGA, Persons, 2006 and 2016, 0-14, ,702, ,628, , , , 
 Weddin LGA, Persons, 2006 and 2016, 15-44, ,"1,167", ,992, , , , 
 Weddin LGA, Persons, 2006 and 2016, 45-64, ,"1,101", ,"1,058", , , , 
 Weddin LGA, Persons, 2006 and 2016, 65+, ,752, ,"1,014", , , , 
 Weddin LGA, Persons, 2006 and 2016, All ages, ,"3,722", ,"3,692", , , , 
 Weddin LGA, Persons, 2011 and 2016, 0-14, , ,676,628, , , , 
 Weddin LGA, Persons, 2011 and 2016, 15-44, , ,"1,062",992, , , , 
 Weddin LGA, Persons, 2011 and 2016, 45-64, , ,"1,127","1,058", , , , 
 Weddin LGA, Persons, 2011 and 2016, 65+, , ,894,"1,014", , , , 
 Weddin LGA, Persons, 2011 and 2016, All ages, , ,"3,759","3,692", , , , 
 Weddin LGA, Persons, 2016 and 2021*, 0-14, , , ,628,636, , , 
 Weddin LGA, Persons, 2016 and 2021*, 15-44, , , ,992,973, , , 
 Weddin LGA, Persons, 2016 and 2021*, 45-64, , , ,"1,058",883, , , 
 Weddin LGA, Persons, 2016 and 2021*, 65+, , , ,"1,014","1,007", , , 
 Weddin LGA, Persons, 2016 and 2021*, All ages, , , ,"3,692","3,500", , , 
 Weddin LGA, Persons, 2016 and 2026*, 0-14, , , ,628, ,617, , 
 Weddin LGA, Persons, 2016 and 2026*, 15-44, , , ,992, ,940, , 
 Weddin LGA, Persons, 2016 and 2026*, 45-64, , , ,"1,058", ,797, , 
 Weddin LGA, Persons, 2016 and 2026*, 65+, , , ,"1,014", ,"1,013", , 
 Weddin LGA, Persons, 2016 and 2026*, All ages, , , ,"3,692", ,"3,366", , 
 Weddin LGA, Persons, 2016 and 2031*, 0-14, , , ,628, , ,589, 
 Weddin LGA, Persons, 2016 and 2031*, 15-44, , , ,992, , ,901, 
 Weddin LGA, Persons, 2016 and 2031*, 45-64, , , ,"1,058", , ,728, 
 Weddin LGA, Persons, 2016 and 2031*, 65+, , , ,"1,014", , ,"1,002", 
 Weddin LGA, Persons, 2016 and 2031*, All ages, , , ,"3,692", , ,"3,220", 
 Weddin LGA, Persons, 2016 and 2036*, 0-14, , , ,628, , , ,558
 Weddin LGA, Persons, 2016 and 2036*, 15-44, , , ,992, , , ,844
 Weddin LGA, Persons, 2016 and 2036*, 45-64, , , ,"1,058", , , ,700
 Weddin LGA, Persons, 2016 and 2036*, 65+, , , ,"1,014", , , ,961
 Weddin LGA, Persons, 2016 and 2036*, All ages, , , ,"3,692", , , ,"3,064"
 Wentworth LGA, Persons, 2001 and 2016, 0-14,"1,584", , ,"1,347", , , , 
 Wentworth LGA, Persons, 2001 and 2016, 15-44,"2,794", , ,"2,214", , , , 
 Wentworth LGA, Persons, 2001 and 2016, 45-64,"1,910", , ,"1,982", , , , 
 Wentworth LGA, Persons, 2001 and 2016, 65+,868, , ,"1,377", , , , 
 Wentworth LGA, Persons, 2001 and 2016, All ages,"7,156", , ,"6,920", , , , 
 Wentworth LGA, Persons, 2006 and 2016, 0-14, ,"1,474", ,"1,347", , , , 
 Wentworth LGA, Persons, 2006 and 2016, 15-44, ,"2,529", ,"2,214", , , , 
 Wentworth LGA, Persons, 2006 and 2016, 45-64, ,"1,945", ,"1,982", , , , 
 Wentworth LGA, Persons, 2006 and 2016, 65+, ,978, ,"1,377", , , , 
 Wentworth LGA, Persons, 2006 and 2016, All ages, ,"6,926", ,"6,920", , , , 
 Wentworth LGA, Persons, 2011 and 2016, 0-14, , ,"1,362","1,347", , , , 
 Wentworth LGA, Persons, 2011 and 2016, 15-44, , ,"2,352","2,214", , , , 
 Wentworth LGA, Persons, 2011 and 2016, 45-64, , ,"2,024","1,982", , , , 
 Wentworth LGA, Persons, 2011 and 2016, 65+, , ,"1,099","1,377", , , , 
 Wentworth LGA, Persons, 2011 and 2016, All ages, , ,"6,837","6,920", , , , 
 Wentworth LGA, Persons, 2016 and 2021*, 0-14, , , ,"1,347","1,350", , , 
